"Request number {number} has changed its status to ""{status}"".Reason is: ""{reason}"".";"Заявка номер {number} поменяла свой статус на ""{status}"". Причина смены статуса: ""{reason}"".";"{Number} numaral? iste?in durumu ""{status}"" olarak de?i?tirildi. Nedeni: ""{neden}""."
Request status has been changed;Статус заявки был изменен;?stek durumu de?i?tirildi
Request status is changed (with reason);Статус заявки изменен (с указанием причины);?stek durumu de?i?tirildi (nedeni ile)
Request status is changed (without reason);Статус заявки изменен (без указания причины);?stek durumu de?i?tirildi (sebepsiz)
Reason for request change;Причина изменения статуса заявки;De?i?iklik talebinin nedeni
Request status;Статус заявки;Istek durumu
Request number;Номер заявки;Talep Numaras?
Close date;Дата закрытия;Yak?n tarih
Click the link;перейдите по ссылке;Linke t?klay?n?z
Connect;Подключить;Ba?lan
Central Bank of Exchange rate;Курс ЦБ/ бирж;D?viz kuru Merkez Bankas?
Sum in the account currency that will be charged.;Сумма в валюте счета, которая будет списана.;?cretlendirilecek hesap para birimi cinsinden toplam.
On your OrangePay account  there is not enough money for withdrawal.;На вашем счете OrangePay недостаточно средств для вывода.;OrangePay hesab?n?zda para ?ekmek i?in yeterli para yok.
User rights are not installed.;Права пользователя не установлены.;Kullan?c? haklar? y?klenmez.
Create;Создать;Olu?turmak
Conversion from (currency);Конвертация из (валюта);(Para birimi) 'den d?n??t?rme
Conversion to (currency);Конвертация в (валюта);(Para birimine) d?n??t?rme
Confirmation of user registration;Подтверждение регистрации пользователя;Kullan?c? kayd?n?n onay?
Confirmation of account registration;Подтверждение регистрации счета;Hesap kayd?n?n onay?
Company name;Название компании;?irket Ad?
Company logo;Логотип компании;?irket logosu
You put incorrect data in field «End of period».;Вы ввели некорректную информацию в поле «Конец периода».;D?nem sonu alan?na yanl?? veriler girmi?siniz.
You put incorrect data in field «Beginning of period».;Вы ввели некорректную информацию в поле «Начало периода».;«Periyodun ba?lang?c?» alan?na yanl?? veriler girmi?siniz.
Create user;Создать пользователя;Kullan?c? olu?tur
Account currency;Валюта счета;Hesap para birimi
Withdrawal money from {payment system};Вывод средств через {payment system};{?deme sisteminden} para ?ekme
Withdrawal to SorexPay;Вывод на SorexPay;SorexPay'e para ?ekme
Withdrawal to OrangePay;Вывод на OrangePay;OrangePay'e Para ?ekme
Withdrawal to {payment system};Вывод на {payment system};{Payment system} 'e para ?ekme
Deposit currency;Валюта пополнения;Para yat?rma para birimi
Date interval;Интервал дат;Tarih aral???
Withdrawal through SorexPay;Вывод средств через SorexPay;SorexPay arac?l???yla para ?ekme
Duplicate emails were found. Please change emails.;Обнаружены дублирующиеся почтовые адреса. Пожалуйста, измените адреса электронной почты.;Yinelenen e-postalar bulundu. L?tfen e-postalar? de?i?tirin.
Incorrect data for connection to DengiOnline;Неправильные данные для подключения к ДеньгиOnline.;DengiOnline'a ba?lant? i?in yanl?? veri
Deposit from WebOffice;;WebOffice'den para yat?rma
Description;Описание;A??klama
Detailed description;Подробное описание;Detayl? A??klama
Dear;Уважаемый(ая);Say?n
Document type;Тип документа;Belge T?r?
You have successfully unsubscribed.;Вы успешно отписались от рассылки. ;Abonelikten ba?ar?yla ??kt?n?z.
You have received this letter as were registered in WebOffice. If you want to cancel further subscriptions, {click_here}.;Вы получили это письмо, так как зарегистрировались в личном кабинете. Если вы хотите отказаться от дальнейших рассылок, {click_here}.;Bu mektubu WebOffice'e kay?tl? oldu?u gibi ald?n?z. Di?er abonelikleri iptal etmek istiyorsan?z, {click_here}.
"You can not use email delivery until the ""email_subscribe"" module is not configured. Please, configure it in the ""local.php"" file.";"Вы не можете использовать рассылку, пока модуль ""email_subscribe"" не настроен. Пожалуйста, настройте его в файле ""local.php"".";"Email_subscribe mod?l? yap?land?r?lmadan e-posta teslimini kullanamazs?n?z. L?tfen bunu ""local.php"" dosyas?nda yap?land?r?n."
You have not enough rights;У вас недостаточно прав;Yeterli haklara sahip de?ilsin
Not enough money. Your balance is {balance}.;У вас недостаточно средств. Ваш баланс составляет {balance}.;Yetersiz para. Bakiyeniz {bakiye}.
Email delivery;Email рассылка;E-posta teslimi
Edit;Редактирование;D?zenle
Email duplicates;Дубликаты почтовых адресов;E-posta kopyalar?
Enter the reason for the status change of the request number;Введите причину изменения статуса заявки номер;Talep numaras?n?n durum de?i?ikli?inin nedenini girin
Error password change;Ошибка замены пароля;Hata ?ifre de?i?ikli?i
Error email sending;Ошибка отправки почты;E-posta g?nderme hatas?
Example way to image {img};Пример пути к изображению {img};Resim i?in ?rnek yol {img}
Expiration date (format MMYY);Срок действия (формат ММГГ);Son kullanma tarihi (MMYY bi?imi)
Expiration date (format MM/YY);Срок действия (формат ММ/ГГ);Son kullanma tarihi (AA / YY bi?imi)
Exchanges courses are applied only to cryptocurrencies;Курсы с бирж применяются только для криптовалют;De?i?im kurslar? yaln?zca kripto para birimlerine uygulan?r
File;Файл;Dosya
For this operation the email is missed;Для данной операции отсутствует email;Bu i?lem i?in e-posta ka??r?ld?
Account type;Тип счета;Hesap tipi
Account type is not found;Тип счета не найден;Hesap t?r? bulunamad?
Image;Изображение;Resim
In the code can be only digits and Latin letters;В коде могут быть только цифры и латинские буквы;Kodda sadece rakamlar ve Latin harfleri olabilir
Information;Информация;Bilgi
link;ссылка;ba?lant?
Managers;Управляющие;Y?neticiler
No rights;Нет прав;Haklar yok
Management;Управление;Y?netim
View;Просмотр;G?r?n?m
User rights;Права пользователя;Kullan?c? haklar?
Payment system;Платежная система;?deme sistemi
Email;Сообщение;E-posta adresi
Email will be sent;Сообщение будет отправлено;E-posta g?nderilecek
Issued by;Кем выдан;Veren kurulu?
Issue date;Дата выдачи;Verili? tarihi
Email will be sent only to your mailbox;Сообщение будет отправлено только на вашу электронную почту {email};E-posta yaln?zca posta kutunuza g?nderilecek
Email template is not found;Шаблон письма на найден;E-posta ?ablonu bulunamad?
The more is currency rate - the less is deposit;Больше курс - меньше зачисление;D?viz kuru ne kadar fazlaysa depozito o kadar az olur
The more is currency rate - the more is deposit;Больше курс - больше зачисление;D?viz kuru ne kadar fazlaysa, depozito o kadar fazla olur
Name;Название;?sim Soyisim
Name and Surname;ФИО;Ad? ve soyad?
Name and Surname (Login);ФИО (Логин);Ad ve Soyad (Giri?)
Name and surname (from your card);ФИО (как на карте);Ad?n?z ve soyad?n?z (kart?n?zdan)
New password;Новый пароль;Yeni ?ifre
Number;Номер;Numara
Email with the activation link has been sent on your mailbox. To make transaction, click the link in the email.;На вашу электронную почту отправлено письмо со ссылкой активации. Чтобы осуществить перевод, перейдите по ссылке в письме.;Aktivasyon ba?lant?s?n? i?eren e-posta, posta kutunuza g?nderildi. ??lem yapmak i?in e-postadaki ba?lant?ya t?klay?n.
Only active;Только активные;Sadece aktif
Open date;Дата создания;A??k tarih
Execution date;Дата исполнения;Ger?ekle?me tarihi
Operations;Операции;Operasyonlar
Out from WebOffice;;WebOffice'den
Withdrawal on DengiOnline; Вывод на ДеньгиOnline;DengiOnline ?zerinden para ?ekme
Page not found;Страница не найдена;sayfa bulunamad?
Partner;Партнер;Ortak
Partnership code;Партнерский код;Ortakl?k kodu
Password has been changed;Пароль был изменен;?ifre de?i?tirildi
Payment error;Ошибка платежа;?deme hatas?
Payment error. Please, get in contact with developers.;Ошибка платежа. Пожалуйста, свяжитесь с разработчиками.;?deme hatas?. L?tfen geli?tiricilerle ileti?ime ge?in.
Payments;Оплаты;?demeler
Phone number (without +7);Номер телефона (без +7);Telefon numaras? (+7 olmadan)
Place of Birth;Место рождения;Do?um yeri
Purpose of payment;Назначение платежа;?demenin amac?
Registration date;Дата регистрации;Kay?t Tarihi
Recipient's name;ФИО получателя;Al?c?n?n ismi
Request value for funds withdrawal;Сумма заявки на вывод средств;Para ?ekme i?lemi i?in de?er talep edin
Self rate;Свой курс;?z oran
Series;Серия;Dizi
Short description;Краткое описание;K?sa A??klama
Status;Статус;Durum
Successful registration;Успешная регистрация;Ba?ar?l? kay?t
Successful registration without password;Успешная регистрация без ввода пароля;?ifresiz ba?ar?l? kay?t
The commission fee is {commission}% of input amount.;Комиссия составляет {commission}% от суммы ввода.;Komisyon ?creti, girdi miktar?n?n% {komisyon} kadar?d?r.
The request for withdrawal the funds;Заявка на вывод средств;Para ?ekme talebi
Test;Тест;?l?ek
Test message has been sent to the mail;Тестовое сообщение отправлено на адрес;Test mesaj? postaya g?nderildi
Text;Текст;Metin
Template settings;Настройки шаблона;?ablon ayarlar?
Client with this email has already been existed;Клиент с таким email уже существует;Bu e-postaya sahip m??teri zaten vard?
The password has been successfully changed and sent to the user;Пароль был успешно изменен и отправлен пользователю;?ifre ba?ar?yla de?i?tirildi ve kullan?c?ya g?nderildi
This manager has the connected investors. Please, disable them and try once again.;Этот управляющий имеет подключенных инвесторов. Пожалуйста, отключите их и попытайтесь еще раз.;Bu y?netici ba?lant?l? yat?r?mc?lara sahip. L?tfen bunlar? devre d??? b?rak?n ve bir kez daha deneyin.
Title;Заголовок;Ba?l?k
To withdraw your funds click {link}.;Чтобы вывести ваши средства, перейдите по {link}.;Paran?z? ?ekmek i?in {link} t?klay?n.
To deposit the trader's account;Пополнить счет трейдера;T?ccar?n hesab?na para yat?rmak i?in
To withdraw funds from the trader's account;Снять средства со счета трейдера;T?ccar?n hesab?ndan para ?ekmek i?in
Type;Тип;T?r
The commission fee is ${commission_number} + {commission_percent}% of withdrawal amount.;Комиссия составляет ${commission_number} + {commission_percent}% от суммы вывода.;Komisyon ?creti, ?ekilme miktar?n?n% {comm_number} +% {comm_percent} ’sidir.
The commission fee is ${commission}.;Комиссия ${commission}.;Komisyon ?creti $ {komisyon}.
The commission fee is {commission}% of withdrawal amount.;Комиссия составляет {commission}% от суммы вывода.;Komisyon ?creti, para ?ekme tutar?n?n% {komisyon} kadar?d?r.
The payment system is unavailable.;Платежная система недоступна.;?deme sistemi kullan?lam?yor.
Template;Шаблон;?ablon
Template is successfully saved;Шаблон успешно сохранён;?ablon ba?ar?yla kaydedildi
Title and text can not be empty;Тема и текст не могут быть пустыми;Ba?l?k ve metin bo? olamaz
Trader's room registration confirmation;Подтверждение регистрации в личном кабинете;T?ccar?n oda kay?t onay?
The request contains incorrect data;Заявка содержит некорректные данные;Talep yanl?? veri i?eriyor
User not found;Пользователь не найден;Kullan?c? bulunamad?
User type;Тип пользователя;Kullan?c? tipi
Username;ФИО пользователя;Kullan?c? ad?
Affiliate's full name;ФИО партнера;Orta??n tam ad?
Affiliate's email;Email партнера;Ba?l? kurulu?un e-posta adresi
User's login and password;Логин и пароль пользователя;Kullan?c?n?n kullan?c? ad? ve ?ifresi
User activation link;Cсылка активации пользователя;Kullan?c? aktivasyon ba?lant?s?
Unknown error of the payment system.;Неизвестная ошибка платежной системы.;?deme sisteminin bilinmeyen hatas?.
Unknown error;Неизвестная ошибка;Bilinmeyen hata
Unable to upload image, the image must be in jpg, png, gif, jpeg, pjpeg format and not to exceed 1280x768;Не удалось загрузить картинку, изображение должно иметь формат jpg, png, gif, jpeg, pjpeg и не превышать 1280x768;Resim y?klenemiyor, resim jpg, png, gif, jpeg, pjpeg format?nda olmal? ve 1280x768'i ge?memelidir.
Unable to download file;Не удалось загрузить файл;Dosya indirilemiyor
Withdrawal through DengiOnline;Вывод средств через ДеньгиOnline;DengiOnline ?zerinden para ?ekme
Without any partner;Без партнера;Herhangi bir partner olmadan
You can not change the group. There are opened positions on the account.;Вы не можете изменить группу. На счете есть открытые позиции.;Grubu de?i?tiremezsiniz. Hesapta a??k pozisyonlar var.
You can not delete the user you have logged into the system;Нельзя удалять пользователя, под которым вы вошли в систему;Sisteme giri? yapt???n?z kullan?c?y? silemezsiniz
You put incorrect card data.;Вы ввели неправильную информацию с карты;Yanl?? kart verisi koydunuz.
You put incorrect sum. Max sum of payment is: {max} {cur}, min value is: {min} {cur}.;Вы ввели неправильную сумму. Максимальная сумма платежа составляет: {max} {cur}, минимальная сумма платежа: {min} {cur}.;Yanl?? mebla? koydunuz. Maksimum ?deme tutar?: {max} {cur}, minimum de?er: {min} {cur}.
You put invalid account number for withdrawal.;Вы ввели неправильный номер счета для вывода средств.;Para ?ekmek i?in ge?ersiz hesap numaras? girmi?siniz.
You have successfully withdrawn your funds. The withdrawal sum is {sum}.;Вы успешно вывели ваши средства. Сумма вывода составляет {sum}.;Paran?z? ba?ar?yla ?ektiniz. Para ?ekme tutar? {toplam}.
You have successfully withdrawn the funds. The withdrawal sum is {sum}.;Вы успешно вывели средства. Сумма вывода составляет {sum}.;Paray? ba?ar?yla ?ektiniz. Para ?ekme tutar? {toplam}.
Your account is not confirmed.;Ваша учетная запись не подтверждена.;Hesab?n?z onaylanmad?.
Your account was confirmed, now you can open live trading accounts;Ваша учетная запись была подтверждена, теперь вы можете открывать реальные торговые счета.;Hesab?n?z onayland?, art?k canl? ticaret hesaplar? a?abilirsiniz
Your account has been confirmed;Ваша учетная запись была подтверждена;Hesab?n?z onayland?
You can not delete this trading account, because this account has the invest account.;Вы не можете удалить этот торговый счет, потому что за ним закреплен инвесторский счет.;Bu ticaret hesab?n? silemezsiniz ??nk? bu hesap yat?r?m hesab?na sahiptir.
The administrator hasn't confirmed your account. You can add the new document or contact the administrator.;Администратор не подтвердил вашу учетную запись. Вы можете добавить новый документ или связаться с администратором.;Y?netici hesab?n?z? onaylamad?. Yeni belgeyi ekleyebilir veya y?neticiyle ileti?ime ge?ebilirsiniz.
Promotion is not found;Акция не найдена;Promosyon bulunamad?
Server group;Группа на сервере;Sunucu grubu
WebOffice group;Группа в ЛК;WebOffice grubu
Viewing deals;Просмотр результата сделок;Anla?malar? g?r?nt?leme
Phone number must be without +7;Номер телефона должен быть без +7;Telefon numaras? +7 olmal?d?r
Trading account balance;Баланс торгового счета;Ticaret hesap bakiyesi
Deposit;Ввод;Depozito
Not enough money on trader's account;Недостаточно средств на счете трейдера.;T?ccar?n hesab?nda yeterli para yok
Not enough money on broker's account;Недостаточно средств на счете брокера.;Komisyoncunun hesab?nda yeterli para yok
Withdrawal;Вывод;Para ?ekme
Funds on trader's account (converted into rubles) where the withdrawal is carried out;Средства (конвертированные в рубли) на счете трейдера, с которого осуществляется вывод .;Para ?ekme i?leminin ger?ekle?tirildi?i t?ccar hesab?ndaki (rubleye d?n??t?r?len) fonlar
Broker's balance in the account DengiOnline is rubles;Баланс брокера на счете DengiOnline в рублях.;Broker'?n DengiOnline hesab?ndaki bakiyesi ruble
Request amount in rubles;Сумма заявки в рублях.;Ruble cinsinden miktar isteyin
Request amount in rubles minus commision percentage;Сумма заявки в рублях минус процент комиссии.;Ruble cinsinden talep miktar? eksi komisyon y?zdesi
Account information;Информация о счете;Hesap Bilgileri
Request amount;Сумма заявки;Miktar talep et
Withdrawal amount;Сумма вывода;Para ?ekme miktar?
The net amount to withdraw in the account currency.;Чистая сумма вывода в валюте счета.;Hesap para biriminde ?ekilecek net tutar.
Withdrawal amount in the currency of the payment system;Сумма вывода в валюте платежной системы;?deme sisteminin para birimi cinsinden para ?ekme tutar?
Unable to connect the account, as there is no available server for connection.;Невозможно подключить счет, так как нет доступного для подключения сервера.;Ba?lant? i?in uygun bir sunucu olmad???ndan hesaba ba?lan?lam?yor.
To withdraw funds click {link}.;Чтобы вывести средства, перейдите по {link}.;Para ?ekmek i?in {link} t?klay?n.
Withdrawal confirmation link;Ссылка на подтверждения вывода средств;Para ?ekme onay? ba?lant?s?
Gender;Пол;Cinsiyet
Not indicated;Не указан;Belirtilmemi?
Male;Мужской;Erkek
Female;Женский;Kad?n
{payment system} (Withdrawal);{payment system} (Вывод средств);{?deme sistemi} (Para ?ekme)
Not confirmed;Не подтвержден;Onaylanmad?
Confirmed;Подтвержден;Onaylanm??
Awaiting confirmation;Ожидает подтверждения;Onay bekleniyor
Verification;Верификация;Do?rulama
Please specify the rejection reason for the confirmation of the {email} account ({language});Пожалуйста, укажите причину отклонения запроса на подтверждение аккаунта {email} ({language});L?tfen {email} hesab?n?n ({language}) onaylanmas? i?in reddedilme nedenini belirtin
Send a message to the trader;Отправить сообщение трейдеру;T?ccara mesaj g?nder
Сontinue;Продолжить;Devam et
Cancel;Отмена;?ptal etmek
Account confirmation in the Trader's Room;Подтверждение аккаунта в личном кабинете;??lemci Odas?nda hesap onay?
Rejection reason;Причина отклонения;Reddetme nedeni
Request rejection for account verification;Отказ в запросе на подтверждение аккаунта;Hesap do?rulamas? i?in ret iste?inde bulunun
A request for account confirmation in the Trader's Room;Запрос на подтверждение аккаунта в личном кабинете;Yat?r?mc? Odas?nda hesap onay? talebi
User {user_name} has sent a request for the account confirmation in the Trader's Room.;Пользователь {user_name} отправил запрос на подтверждение своего аккаунта в личном кабинете.;{User_name} kullan?c?s?, Trader'?n Odas?nda hesap onay? i?in bir istek g?nderdi.
You cannot delete {number} trading account as this user has open master accounts.;Невозможно удалить торговый счет {number}, т. к. у данного пользователя есть открытые мастер счета.;Bu kullan?c?n?n a??k ana hesaplar? oldu?undan {number} i?lem hesab?n? silemezsiniz.
Request has been already sent;Запрос уже был отправлен;?stek zaten g?nderildi
Verification is not required;Верификация не требуется;Do?rulama gerekli de?ildir
A request for funds withdrawal is made;Подана заявка на вывод средств;Para ?ekme talebi yap?ld?
Information on the request for funds withdrawal;Данные о заявке на вывод средств;Para ?ekme talebi ile ilgili bilgiler
Confirmation of a request for funds withdrawal;Подтверждение заявки на вывод средств;Para ?ekme talebinin onaylanmas?
A request for funds withdrawal is executed;Заявка на вывод средств исполнена;Para ?ekme talebi y?r?t?l?r
From account;Со счета;Hesaptan
On the account;На счет;Hesapta
A request for funds deposit is made;Подана заявка на ввод средств;Para yat?rma talebi yap?ld?
Request amount for funds deposit;Сумма заявки на ввод средств;Para yat?rmak i?in miktar isteyin
A request for funds deposit with commission is made;Подана заявка на ввод средств с комиссией;Komisyonlu para yat?rma talebi yap?ld?
Request amount for funds deposit with commission;Сумма заявки на ввод средств с учетом комиссии;Komisyonlu para yat?rma tutar? talep edin
A request for funds deposit by way of voucher is made;Подана заявка на ввод средств с помощью ваучера;Kupon yoluyla para yat?rma talebi yap?l?r
Authorization notification {user} in CRM;Уведомление об авторизации {user} в CRM;CRM'de yetkilendirme bildirimi {user}
{user} ({email}) at {time} logged in from {ip} IP address.;{user} ({email}) в {time} авторизовался с IP адреса – {ip}.;{user} ({email}), {time}, {ip} IP adresinden giri? yapt?.
Request amount for funds transfer;Сумма заявки на перевод средств;Para transferi i?in miktar isteyin
Ticket is closed and moved to archive;Обращение закрыто и перемещено в архив;Bilet kapat?ld? ve ar?ive ta??nd?
Day Month Year;День Месяц Год;G?n ay y?l
Trading account connection;Подключение торгового счета;Ticaret hesab? ba?lant?s?
New message in the ticket;Новое сообщение в обращении;Biletteki yeni mesaj
Reply to ticket;Ответ на обращение;Bilete cevap ver
A request for funds depositing without specifying the amount has been submitted;Подана заявка на ввод средств без указания суммы;Tutar belirtilmeden para yat?rma talebi g?nderildi
User is waiting for the documents confirmation;Пользователь ожидает подтверждения документов;Kullan?c? belgelerin onaylanmas?n? bekliyor
User {user_name}, email {email}, has sent the documents for confirmation: {list_files}.;Пользователь {user_name}, email {email}, отправил документы на подтверждение: {list_files}.;{User_name} kullan?c?s?, e-posta {email}, onay i?in dok?manlar? g?nderdi: {list_files}.
Account info is successfully updated;Информация учетной записи успешно обновлена;Hesap bilgileri ba?ar?yla g?ncellendi
Documents have been sent to administrator;Документы отправлены администратору;Belgeler y?neticiye g?nderildi
Registration confirmation;Подтверждение регистрации;Kay?t Onay?
Successful account registration;Успешная регистрация аккаунта;Ba?ar?l? hesap kayd?
Code;Код;Kod
Registration data;Регистрационные данные;Kay?t verileri
Account types is not found;Типы счетов не найдены;Hesap t?rleri bulunamad?
Incorrect data;Некорректные данные;Yanl?? veri
User does not exist;Пользователь не найден;Kullan?c? yok
User is not active;Пользователь не активирован;Kullan?c? aktif de?il
Access denied from this IP address;Доступ запрещен с этого IP-адреса;Bu IP adresinden eri?im reddedildi
Activation Link;Ссылка для активации;Aktivasyon Ba?lant?s?
Sum of funds withdrawal in the account currency;Сумма вывода средств в валюте счета;Hesap para biriminde para ?ekme toplam?
Sum of funds withdrawal with commission;Сумма вывода средств с учетом комиссии;Komisyonlu para ?ekme toplam?
Promotion name;Имя акции;Promosyon ad?
Notification of change in the type of trading account;Уведомление об изменении типа торгового счета;Ticaret hesab? t?r?ndeki de?i?iklik bildirimi
Notification of a new withdrawal request (with conversion);Уведомление о новой заявке на вывод средств (с конвертацией);Yeni bir para ?ekme talebinin bildirilmesi (d?n??t?rme ile)
Notification of a new withdrawal request (in the currency of the account);Уведомление о новой заявке на вывод средств (в валюте счета);Yeni bir para ?ekme talebinin bildirilmesi (hesab?n para birimi cinsinden)
Notification of the execution of a withdrawal request;Уведомление об исполнении заявки на вывод средств;Para ?ekme talebinin yerine getirildi?ine dair bildirim
Investor account closing notification;Уведомление о закрытии счета инвестора;Yat?r?mc? hesab? kapatma bildirimi
New investor notification;Уведомление о новом инвесторе;Yeni yat?r?mc? bildirimi
List of documents;Список документов;Belgelerin listesi
Authorization time;Время авторизации;Yetkilendirme zaman?
Authorization IP;IP авторизации;Yetkilendirme IP'si
Account Verification Request Notification;Уведомление о запросе на подтверждение учетной записи;Hesap Do?rulama ?ste?i Bildirimi
Request to connect a trading account;Запрос на подключение торгового счета;Bir ticaret hesab? ba?lama talebi
Request to change the terms of the offer;Запрос на изменение условий оферты;Teklifin ?artlar?n? de?i?tirme talebi
Request to change a trading account to a master account;Запрос на изменение торгового счета на мастер-счет;Bir ticaret hesab?n? ana hesaba d?n??t?rme talebi
Notification of a new promotion participant;Уведомление о новом участнике акции;Yeni bir promosyon kat?l?mc?s?na bildirim
Master account registration;Регистрация мастер-счета;Ana hesap kayd?
Request for deletion of the investor's account;Запрос удаления счета инвестора;Yat?r?mc?n?n hesab?n?n silinmesi talebi
Investor account closing notification by request;Уведомлении о закрытии счета инвестора по заявке;Yat?r?mc? hesab?n?n istek ?zerine kapanma bildirimi
Request to delete the master account;Запрос удаления мастер-счета;Ana hesab? silme talebi
Notification of the creation of a request for account replenishment;Уведомление о создании заявки на пополнение счета;Hesap yenileme talebinin yarat?ld???na dair bildirim
Notification of the creation of a request of account replenishment by voucher;Уведомление о создании заявки на пополнение счета ваучером;Kuponla bir hesap yenileme talebinin yarat?ld???na dair bildirim
Interest charge notification;Уведомление о начислении процента;Faiz ?creti bildirimi
Notification of the deletion of the investor’s account due to the closure of the master account;Уведомление об удалении счета инвестора из-за закрытия мастер-счета;Ana hesab?n kapat?lmas? nedeniyle yat?r?mc?n?n hesab?n?n silinmesine ili?kin bildirim
Notice of a change in the public offer (off);Уведомление об изменении публичности оферты (выключена);Halka arzda de?i?iklik bildirimi (kapal?)
Notice of a change in the public offer (on);Уведомление об изменении публичности оферты (включена);Halka arzda de?i?iklik bildirimi (a??k)
Request to confirm the registration of the master account;Запрос подтверждения регистрации мастер-счета;Ana hesab?n kayd?n? onaylama talebi
Notification of closing the ticket;Уведомление о закрытии обращения;Bilet kapama bildirimi
Notification of a new inquiry;Уведомление о новом обращении;Yeni bir soru?turma bildirimi
Notification of inquiry creation;Уведомление о создании обращения;Sorgu olu?turma bildirimi
Notification of reopening a request;Уведомление о переоткрытии обращения;Bir talebin yeniden a??ld???na dair bildirim
Notification of sending a message to the user;Уведомление об отправке сообщения пользователю;Kullan?c?ya mesaj g?nderme bildirimi
The amount of request for account depositing;Сумма заявки на пополнение счета;Hesaba para yat?rma talebi miktar?
Reward;Вознаграждение;?d?l
Notification about sending a message in inquiry;Уведомление об отправке сообщения в обращении;Soru?turmada mesaj g?nderme ile ilgili bildirim
Notification of receipt of a new message in inquiry;Уведомление о получении нового сообщения в обращении;Sorgulamada yeni bir mesaj?n al?nd???na dair bildirim
Notification of request for the publication of the master account;Уведомление о запросе на публикацию мастер-счета;Ana hesab?n yay?nlanmas? i?in talep bildirimi
Account Verification Notification;Уведомление о подтверждении аккаунта;Hesap Do?rulama Bildirimi
Notification of rejection of account confirmation request;Уведомление об отклонении запроса на подтверждение аккаунта;Hesap onay? talebinin reddi bildirimi
Notification of account replenishment (with commission);Уведомление о пополнении счета (с комиссией);Hesap yenileme bildirimi (komisyonlu)
Notification of account replenishment with a change in the amount of crediting;Уведомление о пополнении счета с изменением суммы зачисления;Kredilendirme miktar?ndaki bir de?i?iklikle hesap yenileme bildirimi
User Deposit Error Notification;Уведомление об ошибке зачисления средств пользователем;Kullan?c? Para Yat?rma Hata Bildirimi
Notification of rejection of a withdrawal request;Уведомление об отклонении заявки на вывод средств;Para ?ekme talebinin reddi bildirimi
Notification of account replenishment (no commission);Уведомление о пополнении счета (без комиссии);Hesap yenileme bildirimi (komisyon yok)
Notice of the closing of the investor's account due to an unfavorable change in the terms of the offer;Уведомление о закрытии счета инвестора в связи с невыгодным изменением условий оферты;Yat?r?mc? hesab?n?n teklif ?artlar?ndaki olumsuz de?i?iklik nedeniyle kapat?ld???na dair ihbar
Notification to investor about changes in the conditions of the master account offer;Уведомление инвестору об изменении условий оферты мастер-счета;Ana hesap teklifinin ko?ullar?ndaki de?i?iklikler hakk?nda yat?r?mc?ya bildirim
Request to confirm the registration of the investor's account;Запрос подтверждения регистрации счета инвестора;Yat?r?mc?n?n hesab?n?n kayd?n? onaylama talebi
Notification about the closure of the investor's account due to lack of funds in the account;Уведомление о закрытии счета инвестора из-за недостатка средств на счете;Hesapta para s?k?nt?s? nedeniyle yat?r?mc?n?n hesab?n?n kapat?ld???na dair bildirim
Error notification - trading account is missing;Уведомление об ошибке - отсутствие торгового счета;Hata bildirimi - ticaret hesab? eksik
Notification of a new withdrawal request via bank transfer (with conversion);Уведомление о новой заявке на вывод средств через банковский перевод (с конвертацией);Banka havalesi yoluyla yeni bir para ?ekme talebinin bildirilmesi (d?n??t?rme ile)
Notification of a new withdrawal request via bank transfer (in the currency of the account);Уведомление о новой заявке на вывод средств через банковский перевод (в валюте счета);Banka havalesi yoluyla yeni bir para ?ekme talebinin bildirilmesi (hesab?n para biriminde)
Request of verification confirmation;Запрос на подтверждение верификации;Do?rulama onay? talebi
Notification of the creation of the request for the account replenishment without the specified amount;Уведомление о создании заявки на пополнение счета без указанной суммы;Belirtilen miktar olmadan hesap yenileme talebinin yarat?ld???na dair bildirim
Notification of payment error by the customer upon request;Уведомление об ошибке платежа клиентом по заявке;M??teri taraf?ndan talep ?zerine ?deme hatas? bildirimi
Notification of payment error by the customer upon request without the specified amount;Уведомление об ошибке платежа клиентом по заявке без указанной суммы;M??terinin talep etmesi halinde, belirtilen tutar olmadan ?deme hatas?n?n bildirilmesi
The limit of unpaid bids in the Blockchain payment system has been exceeded;Превышен лимит неоплаченных заявок в платежной системе Blockchain;Blockchain ?deme sistemindeki ?denmemi? teklif limiti a??ld?
Notification on withdrawal of broker's funds from the payment system;Уведомление о выводе средств брокера с платежной системы;Broker fonlar?n?n ?deme sisteminden ?ekilmesine ili?kin bildirim
Notification of the user authorization in CRM;Уведомление об авторизации пользователя в CRM;CRM'de kullan?c? yetkisinin bildirilmesi
Ticket for execution of withdrawal application;Запрос на исполнение заявки вывода средств;Para ?ekme ba?vurusunun y?r?t?lmesi i?in bilet
Request for proprietary funds withdrawal;Запрос на вывод собственных средств;?zel fon ?ekme talebi
Notification of proprietary funds withdrawal;Уведомление о выводе собственных средств;?zel m?lk para ?ekme bildirimi
Not active;Не активен;Aktif de?il
Active;Активен;Aktif
Banned;Забанен;Yasakland?
Fired;Уволен;??ten ??karmak
Two-factor authentication is off;Двухфакторная аутентификация выключена;?ki fakt?rl? kimlik do?rulama kapal?
Two-factor authentication is on;Двухфакторная аутентификация включена;?ki fakt?rl? kimlik do?rulama a??k
Two-factor authentication disabled;Двухфакторная аутентификация отключена;?ki fakt?rl? kimlik do?rulama devre d??? b?rak?ld?
